Age,Gender,Marital Status,"How many children do you have, if any?",Education Level,Employment Status,Monthly Household Income,Did you vote in the previous election?,"If you didn't vote, what was the reason?",Would you be willing to vote in the next election?,How interested are you in politics?,How do you get your news and information about politics?/Other,"If other, specify.",Key Issues Summary,News Sources Summary
30-39,Male,Married,1.0,Tertiary,Self-employed, 40001-50000,Yes,No reason provided,Very likely,Interested,0.0,Not specified,Healthcare Jobs/Employment Transportation/Infrastructure Taxes; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0,Social Media Radio TV News; 1.0; 1.0; 0.0; 0.0; 1.0
40-49,Female,Single,0.0,Primary,Unemployed,10001-20000,No,I didn't have time,Not sure,Slightly interested,0.0,Not specified,Education Healthcare Social Justice/Equality; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0,Radio TV News; 1.0; 0.0; 0.0; 0.0; 1.0
60,Female,Widowed,8.0,Unknown,Unemployed,10001-20000,No,Other,Very Unlikely,Not at all Interested,0.0,Not specified,Education Healthcare Crime and Safety; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,Radio; 0.0; 0.0; 0.0; 0.0; 1.0
40-49,Male,Single,0.0,Primary,Unemployed,Less than 10000,No,Other,Not sure,Not at all Interested,0.0,Not specified,Healthcare Crime and Safety Transportation/Infrastructure; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0,Radio; 0.0; 0.0; 0.0; 0.0; 1.0
20-29,Female,Single,0.0,Secondary,Student,Less than 10000,No,I was not eligible to vote,Likely,Slightly interested,0.0,Not specified,Education Healthcare Crime and Safety Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
40-49,Male,Married,3.0,Tertiary,Employed,60k+,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Jobs/Employment Healthcare Taxes Environment/Climate Change; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0,Online News Websites Print Newspapers Social Media TV News; 1.0; 1.0; 1.0; 1.0; 0.0
40-49,Female,Married,3.0,Tertiary,Employed,60k+,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment Affordable Housing; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media TV News Radio; 1.0; 1.0; 0.0; 0.0; 1.0
50-59,Female,Widowed,2.0,Primary,Employed,10001-20000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Jobs/Employment Taxes Affordable Housing; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Male,Married,0.0,Tertiary,Self-employed, 20001-30000,No,I didn't have time,Likely,Interested,0.0,Not specified,Crime and Safety Environment/Climate Change Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0,TV News Social Media Print Newspapers; 1.0; 1.0; 1.0; 0.0; 0.0
20-29,Male,Married,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Likely,Not at all Interested,0.0,Not specified,Crime and Safety; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,No,I was not eligible to vote,Very likely,Interested,0.0,Not specified,Education Jobs/Employment Taxes; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
20-29,Female,Married,0.0,Secondary,Unemployed,Less than 10000,No,I didn't think my vote would make a difference,Likely,Slightly interested,0.0,Not specified,Taxes Social Justice/Equality Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Secondary,Unemployed,Less than 10000,No,I was not eligible to vote,Likely,Slightly interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Employed,10001-20000,No,I was not eligible to vote,Likely,Interested,0.0,Not specified,Education Jobs/Employment Taxes; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Married,2.0,Tertiary,Self-employed,10001-20000,Yes,Other,Very Unlikely,Slightly interested,0.0,Not specified,Education Affordable Housing Healthcare; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Married,1.0,Tertiary,Unemployed, 20001-30000,Yes,No reason provided,Unlikely,Slightly interested,0.0,Not specified,Jobs/Employment Healthcare Taxes; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Married,2.0,Secondary,Self-employed,10001-20000,Yes,No reason provided,Not sure,Not at all Interested,0.0,Not specified,Education; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
<20,Male,Single,0.0,Tertiary,Student,60k+,No,I didn't think my vote would make a difference,Not sure,Not at all Interested,0.0,Not specified,Education Jobs/Employment Transportation/Infrastructure Taxes; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Male,Single,0.0,Tertiary,Student,10001-20000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Unemployed,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Jobs/Employment Transportation/Infrastructure; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
30-39,Male,Married,3.0,Unknown,Employed, 40001-50000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Education Healthcare Crime and Safety Transportation/Infrastructure; 1.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Unemployed,Less than 10000,Yes,Other,Very likely,Very Interested,0.0,Not specified,Education Jobs/Employment Transportation/Infrastructure; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Married,2.0,Unknown,Unemployed,Less than 10000,No,I didn't like the candidates,Not sure,Not at all Interested,0.0,Not specified,Education Healthcare Jobs/Employment Affordable Housing Transportation/Infrastructure Social Justice/Equality; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0,Radio; 0.0; 0.0; 0.0; 0.0; 1.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Not sure,Interested,0.0,Not specified,Healthcare Education Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Not sure,Interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Married,2.0,Unknown,Employed, 20001-30000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Education Healthcare Jobs/Employment Transportation/Infrastructure Environment/Climate Change Crime and Safety Taxes Social Justice/Equality; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
50-59,Female,Married,5.0,Secondary,Self-employed,10001-20000,Yes,No reason provided,Not sure,Slightly interested,0.0,Not specified,Social Justice/Equality Education Healthcare; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Secondary,Student,Less than 10000,No,I didn't have time,Not sure,Slightly interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
40-49,Male,Married,2.0,Secondary,Self-employed,Less than 10000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Taxes Social Justice/Equality Transportation/Infrastructure; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0,Radio; 0.0; 0.0; 0.0; 0.0; 1.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Education Healthcare Transportation/Infrastructure; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
30-39,Male,Married,1.0,Tertiary,Unemployed,Less than 10000,Yes,No reason provided,Very likely,Slightly interested,0.0,Not specified,Jobs/Employment Transportation/Infrastructure Social Justice/Equality; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Single,0.0,Secondary,Self-employed,Less than 10000,No,I didn't like the candidates,Not sure,Slightly interested,0.0,Not specified,Education Healthcare Transportation/Infrastructure; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,Radio; 0.0; 0.0; 0.0; 0.0; 1.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Social Justice/Equality Transportation/Infrastructure Education; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0,Social Media; 0.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,No,I was not eligible to vote,Likely,Interested,0.0,Not specified,Affordable Housing Jobs/Employment Taxes; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,Online News Websites; 0.0; 0.0; 0.0; 1.0; 0.0
50-59,Female,Widowed,4.0,Tertiary,Self-employed, 40001-50000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Transportation/Infrastructure Healthcare Taxes; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
<20,Female,Single,0.0,Secondary,Student,Less than 10000,Yes,No reason provided,Not sure,Slightly interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Online News Websites; 0.0; 0.0; 0.0; 1.0; 0.0
40-49,Male,Married,8.0,Secondary,Employed, 40001-50000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Healthcare Jobs/Employment Crime and Safety Taxes; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,nyambura,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
20-29,Male,Single,0.0,Secondary,Employed,Less than 10000,Yes,No reason provided,Unlikely,Not at all Interested,0.0,Not specified,Taxes Healthcare Jobs/Employment; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,Radio Social Media TV News; 1.0; 1.0; 0.0; 0.0; 1.0
20-29,Male,Married,1.0,Tertiary,Self-employed,10001-20000,Yes,No reason provided,Unlikely,Slightly interested,0.0,Not specified,Jobs/Employment Taxes Healthcare; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Married,1.0,Tertiary,Student,Unknown,No,I didn't have time,Not sure,Not at all Interested,0.0,Not specified,Jobs/Employment Healthcare Other ; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Married,2.0,Tertiary,Self-employed, 20001-30000,Yes,No reason provided,Unlikely,Slightly interested,0.0,Not specified,Taxes Jobs/Employment Healthcare; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Married,1.0,Tertiary,Student,Unknown,No,Other,Not sure,Slightly interested,0.0,Not specified,Jobs/Employment Healthcare Transportation/Infrastructure; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Unknown,Yes,No reason provided,Likely,Interested,0.0,Not specified,Jobs/Employment Healthcare Other ; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Unknown,Yes,No reason provided,Unlikely,Slightly interested,0.0,Not specified,Jobs/Employment Healthcare Transportation/Infrastructure; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Married,3.0,Secondary,Self-employed,Less than 10000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Jobs/Employment Taxes Healthcare; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
30-39,Female,Single,0.0,Secondary,Employed,10001-20000,Yes,No reason provided,Likely,Not at all Interested,0.0,Not specified,Taxes Healthcare Transportation/Infrastructure; 0.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Female,Married,1.0,Tertiary,Student,Unknown,No,I didn't like the candidates,Not sure,Not at all Interested,0.0,Not specified,Jobs/Employment Healthcare Other ; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Secondary,Student,Less than 10000,Yes,I didn't think my vote would make a difference,Likely,Slightly interested,0.0,Rumor,Taxes Crime and Safety Healthcare Education; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0,Online News Websites; 0.0; 0.0; 0.0; 1.0; 0.0
60,Male,Married,5.0,Tertiary,Self-employed,60k+,Yes,I didn't have time,Not sure,Slightly interested,0.0,Not specified,Education Jobs/Employment Healthcare; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
50-59,Male,Widowed,1.0,Unknown,Unemployed,Less than 10000,Yes,I didn't like the candidates,Very likely,Very Interested,0.0,Not specified,Transportation/Infrastructure Environment/Climate Change Affordable Housing; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0,TV News Online News Websites Print Newspapers Radio; 1.0; 0.0; 1.0; 1.0; 1.0
20-29,Female,Single,0.0,Tertiary,Employed, 20001-30000,Yes,No reason provided,Very likely,Slightly interested,0.0,Not specified,Education Healthcare Jobs/Employment; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Interested,0.0,Not specified,Healthcare Education Jobs/Employment Affordable Housing Taxes Transportation/Infrastructure Social Justice/Equality; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment Affordable Housing Social Justice/Equality; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
<20,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Interested,0.0,Not specified,Education Healthcare Taxes Social Justice/Equality Affordable Housing Jobs/Employment; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
30-39,Female,Married,2.0,Tertiary,Employed, 40001-50000,Yes,No reason provided,Very likely,Interested,0.0,Not specified,Education Healthcare Affordable Housing Transportation/Infrastructure Taxes; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0,Social Media TV News Online News Websites Print Newspapers; 1.0; 1.0; 1.0; 1.0; 0.0
40-49,Male,Married,3.0,Tertiary,Unemployed,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Healthcare Jobs/Employment Transportation/Infrastructure Taxes Social Justice/Equality; 0.0; 1.0; 1.0; 0.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0,TV News Social Media Print Newspapers Online News Websites; 1.0; 1.0; 1.0; 1.0; 0.0
50-59,Male,Married,8.0,Secondary,Self-employed, 20001-30000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment Crime and Safety Taxes Social Justice/Equality; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0,TV News Print Newspapers Radio; 1.0; 0.0; 1.0; 0.0; 1.0
30-39,Female,Married,4.0,Tertiary,Employed,60k+,Yes,No reason provided,Likely,Interested,0.0,Not specified,Education Social Justice/Equality Taxes Jobs/Employment Affordable Housing; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment Affordable Housing Transportation/Infrastructure Taxes Social Justice/Equality; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 0.0; 1.0; 1.0; 0.0,Social Media Online News Websites; 0.0; 1.0; 0.0; 1.0; 0.0
30-39,Male,Married,3.0,Secondary,Self-employed, 20001-30000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Healthcare Jobs/Employment Affordable Housing Taxes; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,Social Media Print Newspapers; 0.0; 1.0; 1.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Education Healthcare Jobs/Employment Affordable Housing Taxes Social Justice/Equality; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 0.0,TV News Social Media Online News Websites; 1.0; 1.0; 0.0; 1.0; 0.0
20-29,Female,Married,1.0,Tertiary,Self-employed,10001-20000,No,I didn't think my vote would make a difference,Not sure,Not at all Interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
30-39,Male,Single,0.0,Tertiary,Employed, 20001-30000,Yes,No reason provided,Likely,Very Interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Unemployed,Less than 10000,No,I didn't like the candidates,Unlikely,Not at all Interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Female,Divorced,1.0,Tertiary,Employed, 20001-30000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Other  Taxes; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
30-39,Male,Married,1.0,Tertiary,Employed, 40001-50000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Female,Single,0.0,Tertiary,Student,10001-20000,No,Other,Not sure,Not at all Interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
30-39,Female,Married,2.0,Tertiary,Self-employed, 40001-50000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
40-49,Male,Married,3.0,Secondary,Self-employed,60k+,Yes,No reason provided,Likely,Interested,0.0,Not specified,Other ; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Secondary,Unemployed,10001-20000,No,I didn't think my vote would make a difference,Not sure,Slightly interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
30-39,Male,Single,0.0,Tertiary,Self-employed,60k+,Yes,No reason provided,Likely,Slightly interested,0.0,Not specified,Taxes; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News; 1.0; 0.0; 0.0; 0.0; 0.0
30-39,Female,Married,2.0,Tertiary,Employed, 20001-30000,Yes,No reason provided,Likely,Interested,0.0,Not specified,Jobs/Employment Healthcare Crime and Safety; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
20-29,Male,Single,0.0,Tertiary,Self-employed,10001-20000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Jobs/Employment; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Radio Social Media; 1.0; 1.0; 0.0; 0.0; 1.0
40-49,Female,Married,3.0,Tertiary,Self-employed, 20001-30000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Taxes Healthcare; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
20-29,Male,Single,0.0,Secondary,Student,Less than 10000,Yes,No reason provided,Likely,Very Interested,0.0,Not specified,Jobs/Employment Crime and Safety Taxes; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
50-59,Male,Married,6.0,Tertiary,Self-employed,60k+,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Taxes Crime and Safety; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Radio; 1.0; 0.0; 0.0; 0.0; 1.0
30-39,Female,Married,2.0,Secondary,Employed,10001-20000,No,I didn't have time,Not sure,Slightly interested,0.0,Not specified,Jobs/Employment Taxes Crime and Safety; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 1.0; 0.0; 0.0,TV News Social Media Radio; 1.0; 1.0; 0.0; 0.0; 1.0
<20,Female,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Jobs/Employment Education Crime and Safety; 1.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,TV News Social Media; 1.0; 1.0; 0.0; 0.0; 0.0
20-29,Male,Single,0.0,Tertiary,Student,Less than 10000,Yes,No reason provided,Very likely,Very Interested,0.0,Not specified,Jobs/Employment Crime and Safety; 0.0; 0.0; 1.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0,Social Media TV News; 1.0; 1.0; 0.0; 0.0; 0.0
